id,utterance,label
deepseek-extra-00001,How do I say 'hello' in French?,chat
deepseek-extra-00002,Act out a scene from Romeo and Juliet.,motion_query
deepseek-extra-00003,Reset your position to the starting point.,motion_query
deepseek-extra-00004,Act out a sad scene.,motion_query
deepseek-extra-00005,"Please answer with text, not actions.",chat
deepseek-extra-00006,Lean forward to hear me better.,motion_query
deepseek-extra-00007,Give me a compliment.,chat
deepseek-extra-00008,What's the weather forecast for today?,chat
deepseek-extra-00009,Are you connected to the internet?,chat
deepseek-extra-00010,What are the ingredients for a chocolate cake?,chat
deepseek-extra-00011,Can you give me a summary of '1984'?,chat
deepseek-extra-00012,Answer by raising your arm if you agree.,motion_query
deepseek-extra-00013,How do you ensure your movements are safe around children?,chat
deepseek-extra-00014,Come closer and whisper to me.,motion_query
deepseek-extra-00015,How do I find a mentor?,chat
deepseek-extra-00016,Clap your hands.,motion_query
deepseek-extra-00017,Can you help me organize my schedule?,chat
deepseek-extra-00018,Explain verbally how to change a tire.,chat
deepseek-extra-00019,Raise your hand to ask a question.,motion_query
deepseek-extra-00020,What should I wear for a job interview?,chat
deepseek-extra-00021,Can you recommend a good podcast?,chat
deepseek-extra-00022,Can you help me plan a vacation itinerary?,chat
deepseek-extra-00023,"I'm struggling with coding in Python, any tips?",chat
deepseek-extra-00024,How do I bake a chocolate cake?,chat
deepseek-extra-00025,What movies do you recommend?,chat
deepseek-extra-00026,Act out the word 'happy'.,motion_query
deepseek-extra-00027,Freeze right there.,motion_query
deepseek-extra-00028,Make a hand gesture for 'come here'.,motion_query
deepseek-extra-00029,Move to the right side of the room.,motion_query
deepseek-extra-00030,Hand me the book on the table.,motion_query
deepseek-extra-00031,Should I take the train or the bus?,chat
deepseek-extra-00032,Recommend a good movie.,chat
deepseek-extra-00033,Fetch me that remote control.,motion_query
deepseek-extra-00034,What should I wear for today's weather?,chat
deepseek-extra-00035,What does the term 'machine learning' mean?,chat
deepseek-extra-00036,Step forward one pace.,motion_query
deepseek-extra-00037,How many teeth does an adult have?,chat
deepseek-extra-00038,How do I practice mindfulness?,chat
deepseek-extra-00039,How do I start a garden?,chat
deepseek-extra-00040,What is the square root of 225?,chat
deepseek-extra-00041,Use a thumbs up for yes.,motion_query
deepseek-extra-00042,What's the tallest mountain in the world?,chat
deepseek-extra-00043,Can you help me with a math problem?,chat
deepseek-extra-00044,Answer me by nodding your head.,motion_query
deepseek-extra-00045,Do you have a sense of humor?,chat
deepseek-extra-00046,Tell me about your programming framework.,chat
deepseek-extra-00047,What is the fastest animal on earth?,chat
deepseek-extra-00048,Can you describe the taste of coffee?,chat
deepseek-extra-00049,Get down from the table.,motion_query
deepseek-extra-00050,Point to the clock on the wall.,motion_query
deepseek-extra-00051,What tasks can you perform?,chat
deepseek-extra-00052,Place the box on the shelf.,motion_query
deepseek-extra-00053,How do I plant a seed?,chat
deepseek-extra-00054,Hand me the red cup.,motion_query
deepseek-extra-00055,Mimic my dance move.,motion_query
deepseek-extra-00056,What are the symptoms of allergies?,chat
deepseek-extra-00057,What's the best way to learn a language?,chat
deepseek-extra-00058,Bring the book closer to me.,motion_query
deepseek-extra-00059,Wink at me.,motion_query
deepseek-extra-00060,Can you calculate 15% of 200?,chat
deepseek-extra-00061,Tell me about machine learning.,chat
deepseek-extra-00062,Point to the sky.,motion_query
deepseek-extra-00063,Hold your position while I take a photo.,motion_query
deepseek-extra-00064,What are the basic principles of economics?,chat
deepseek-extra-00065,Bow like a performer.,motion_query
deepseek-extra-00066,What is the history of the Eiffel Tower?,chat
deepseek-extra-00067,What are the ethical implications of cloning?,chat
deepseek-extra-00068,Wave hello to the guests.,motion_query
deepseek-extra-00069,Pull the lever downward.,motion_query
deepseek-extra-00070,Stop what you are doing and freeze.,motion_query
deepseek-extra-00071,What should I do if my computer crashes?,chat
deepseek-extra-00072,Pull the curtain closed.,motion_query
deepseek-extra-00073,Show me the size of a basketball with your hands.,motion_query
deepseek-extra-00074,Bow respectfully.,motion_query
deepseek-extra-00075,What are the health benefits of green tea?,chat
deepseek-extra-00076,What are your thoughts on the new policy?,chat
deepseek-extra-00077,Why do cats purr?,chat
deepseek-extra-00078,What gestures can you make?,chat
deepseek-extra-00079,Kick the ball toward the goal.,motion_query
deepseek-extra-00080,Can you help me plan a healthy meal?,chat
deepseek-extra-00081,Demonstrate how to do a cartwheel.,motion_query
deepseek-extra-00082,Kneel down on one knee.,motion_query
deepseek-extra-00083,Give me a list of healthy breakfast ideas.,chat
deepseek-extra-00084,Climb the stairs slowly.,motion_query
deepseek-extra-00085,Take this to the office.,motion_query
deepseek-extra-00086,What time is sunset?,chat
deepseek-extra-00087,Turn off the light with your left hand.,motion_query
deepseek-extra-00088,What gestures do you know?,chat
deepseek-extra-00089,How do I apologize effectively?,chat
deepseek-extra-00090,What is a good way to start a conversation?,chat
deepseek-extra-00091,Explain the theory of relativity briefly.,chat
deepseek-extra-00092,Point to the tallest person in the room.,motion_query
deepseek-extra-00093,Describe the layout of this room in detail.,chat
deepseek-extra-00094,Guide me to the exit.,motion_query
deepseek-extra-00095,How do I meditate correctly?,chat
deepseek-extra-00096,Gesture for me to come here.,motion_query
deepseek-extra-00097,How was your day?,chat
deepseek-extra-00098,Move your gaze to the window.,motion_query
deepseek-extra-00099,Take this to the table.,motion_query
deepseek-extra-00100,Kneel down to look under the sofa.,motion_query
deepseek-extra-00101,Raise your arm.,motion_query
deepseek-extra-00102,Nod three times.,motion_query
deepseek-extra-00103,Throw the ball at the target.,motion_query
deepseek-extra-00104,Back away slowly from the door.,motion_query
deepseek-extra-00105,Imitate my movements.,motion_query
deepseek-extra-00106,Can you give me a recipe for chocolate cake?,chat
deepseek-extra-00107,Guide me to the parking lot.,motion_query
deepseek-extra-00108,Walk to the door.,motion_query
deepseek-extra-00109,Raise your hand to greet.,motion_query
deepseek-extra-00110,Stand still until I come back.,motion_query
deepseek-extra-00111,Point to the largest object in the room.,motion_query
deepseek-extra-00112,What should I do if I get lost in a city?,chat
deepseek-extra-00113,What are your hobbies?,chat
deepseek-extra-00114,Please pick up the trash.,motion_query
deepseek-extra-00115,Imitate my dance steps.,motion_query
deepseek-extra-00116,Point at the person in red.,motion_query
deepseek-extra-00117,How do I set up a new printer?,chat
deepseek-extra-00118,Pick up that book and hand it to me.,motion_query
deepseek-extra-00119,Do you have any emotions?,chat
deepseek-extra-00120,Place the tray on the counter.,motion_query
deepseek-extra-00121,Can you recommend a good movie?,chat
deepseek-extra-00122,Move closer to the speaker.,motion_query
deepseek-extra-00123,Reach out and touch the wall.,motion_query
deepseek-extra-00124,What should I do if I feel anxious?,chat
deepseek-extra-00125,Show me the gesture for 'stop'.,motion_query
deepseek-extra-00126,"I'm feeling sad today, can you cheer me up?",chat
deepseek-extra-00127,Do you have any favorite songs?,chat
deepseek-extra-00128,Can you give me a fun fact?,chat
